
 num     #instances         #bytes  class name
  75:             5           4040  com.sun.java.swing.plaf.windows.WindowsComboBoxUI$XPComboBoxButton
  76:            21           4024  [Lsun.font.TrueTypeFont$DirectoryEntry;
  77:             6           3984  javax.swing.JPopupMenu
  78:            62           3968  java.awt.Color
  79:            15           3952  [Ljava.lang.reflect.Field;
  80:           112           3928  [Ljava.util.concurrent.ConcurrentHashMap$HashEntry;
  81:             5           3920  javax.swing.plaf.basic.BasicComboPopup
  82:             6           3888  javax.swing.JSplitPane
  83:            59           3776  javax.swing.plaf.ColorUIResource
  84:           117           3744  javax.swing.KeyStroke
  85:             5           3520  javax.swing.plaf.basic.BasicComboPopup$1
  86:            46           3480  [Ljava.lang.reflect.Method;
  87:            72           3456  java.lang.ref.WeakReference
  88:             5           3400  javax.swing.JComboBox
  89:            47           3384  sun.java2d.loops.MaskFill
  90:             6           3360  com.sun.java.swing.plaf.windows.WindowsSplitPaneDivider
  91:            22           3344  sun.font.CompositeFont
  92:             5           3320  com.sun.java.swing.plaf.windows.WindowsComboBoxUI$WindowsComboBoxRenderer
  93:            19           3192  java.lang.Thread
  94:            30           3120  [Z
  95:           130           3120  java.lang.Character
  96:            35           3080  sun.awt.image.BufImgSurfaceData
  97:            64           3072  java.lang.ref.PhantomReference
  98:             5           3000  javax.swing.JPanel
  99:            51           2856  de.schmiereck.noiseComp.generator.InputTypeData
 100:            16           2816  java.awt.image.DirectColorModel
 101:            13           2808  com.sun.java.swing.plaf.windows.WindowsScrollBarUI
 102:            26           2704  java.net.URL
 103:            42           2688  javax.swing.text.GapContent$MarkData
 104:             3           2568  javax.swing.JMenu
 105:            53           2544  sun.java2d.loops.SurfaceType
 106:            35           2520  java.awt.image.BufferedImage
 107:            26           2496  java.lang.Package
 108:             4           2464  javax.swing.JToolBar
 109:            12           2400  <klassKlass>
 110:             3           2376  javax.swing.JRadioButton
 111:            11           2376  [Ljava.util.WeakHashMap$Entry;
 112:            37           2368  java.util.LinkedHashMap$Entry
 113:            14           2352  com.sun.java.swing.plaf.windows.WindowsTextFieldUI$WindowsFieldCaret
 114:            22           2304  [Lsun.font.PhysicalFont;
 115:            71           2272  com.sun.java.swing.plaf.windows.TMSchema$State
 116:            47           2256  java.security.AccessControlContext
 117:            26           2256  [Lcom.sun.java.swing.plaf.windows.TMSchema$State;
 118:             6           2256  javax.swing.plaf.basic.BasicSplitPaneUI$1
 119:            40           2240  com.sun.java.swing.plaf.windows.XPStyle$Skin
 120:            35           2240  sun.java2d.d3d.D3DCachingSurfaceManager
 121:            31           2232  javax.swing.Timer
 122:            32           2192  [D
 123:            30           2160  sun.java2d.loops.DrawGlyphListAA
 124:            66           2112  javax.swing.plaf.basic.BasicButtonListener
 125:            65           2080  java.awt.Rectangle
 126:             1           2072  [Ljava.lang.Short;
 127:             1           2072  [Ljava.lang.Integer;
 128:            32           2048  java.awt.image.SinglePixelPackedSampleModel
 129:            35           1960  com.sun.java.swing.plaf.windows.DesktopProperty
 130:            27           1944  sun.java2d.loops.BlitBg
 131:            28           1904  [Ljavax.swing.text.GapContent$MarkData;
 132:            17           1904  java.util.logging.Logger
 133:            14           1904  sun.java2d.d3d.D3DSurfaceData
 134:            26           1872  com.sun.java.swing.plaf.windows.DesktopProperty$WeakPCL
 135:            58           1856  sun.java2d.DefaultDisposerRecord
 136:            77           1848  javax.swing.AbstractButton$Handler
 137:            38           1824  sun.reflect.UnsafeQualifiedStaticIntegerFieldAccessorImpl
 138:            32           1792  java.awt.image.DataBufferInt
 139:            14           1792  javax.swing.text.PlainDocument
 140:            20           1760  sun.nio.ch.FileChannelImpl
 141:            36           1728  java.util.concurrent.ConcurrentHashMap$HashEntry
 142:            24           1728  java.awt.geom.AffineTransform
 143:            42           1680  sun.reflect.NativeConstructorAccessorImpl
 144:            26           1664  java.awt.SystemColor
 145:            41           1640  java.util.LinkedList$Entry
 146:            34           1632  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 147:            68           1632  java.lang.Float
 148:            67           1608  java.awt.Dimension
 149:            49           1568  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPValue
 150:            16           1536  de.schmiereck.noiseComp.timeline.Timeline
 151:            63           1512  java.util.HashMap$Values
 152:            27           1512  javax.swing.DefaultBoundedRangeModel
 153:            63           1512  de.schmiereck.noiseComp.swingView.ModelPropertyChangedNotifier
 154:            46           1472  javax.swing.SizeRequirements
 155:             2           1456  com.sun.java.swing.plaf.windows.WindowsTableHeaderUI$XPDefaultRenderer
 156:            14           1456  javax.swing.text.FieldView
 157:            30           1440  sun.swing.ImageCache$Entry
 158:            45           1440  java.awt.Insets
 159:            36           1440  sun.reflect.NativeMethodAccessorImpl
 160:            44           1424  [Ljava.lang.reflect.Constructor;
 161:             2           1424  [Lcom.sun.java.swing.plaf.windows.TMSchema$Part;
 162:             2           1408  sun.swing.table.DefaultTableCellHeaderRenderer
 163:            57           1368  java.awt.geom.Point2D$Float
 164:             2           1328  javax.swing.JRootPane
 165:            33           1320  java.lang.ref.ReferenceQueue
 166:             8           1312  [Lsun.java2d.loops.RenderCache$Entry;
 167:             2           1296  javax.swing.table.JTableHeader
 168:            32           1280  sun.awt.SunHints$Value
 169:            26           1248  javax.swing.tree.DefaultMutableTreeNode
 170:             2           1232  javax.swing.JLayeredPane
 171:            14           1232  javax.swing.TransferHandler$SwingDropTarget
 172:            17           1224  sun.java2d.loops.DrawGlyphList
 173:            17           1224  sun.java2d.loops.FillRect
 174:             8           1216  com.sun.java.swing.plaf.windows.WindowsMenuItemUI
 175:            25           1200  sun.font.FontManager$FontRegistrationInfo
 176:             6           1200  com.sun.java.swing.plaf.windows.WindowsSplitPaneUI
 177:            29           1160  java.util.logging.LogManager$LogNode
 178:            24           1152  java.util.Locale
 179:            24           1152  sun.font.EAttribute
 180:            16           1152  sun.java2d.loops.DrawPath
 181:            16           1152  sun.java2d.loops.DrawPolygons
 182:            16           1152  sun.java2d.loops.FillSpans
 183:            16           1152  sun.java2d.loops.DrawLine
 184:            16           1152  sun.java2d.loops.FillPath
 185:            16           1152  sun.java2d.loops.DrawRect
 186:            28           1120  [Ljavax.swing.text.AbstractDocument$AbstractElement;
 187:             7           1064  [Ljava.util.concurrent.ConcurrentHashMap$Segment;
 188:            33           1056  java.io.ExpiringCache$Entry
 189:            22           1056  de.schmiereck.noiseComp.generator.GeneratorTypeInfoData
 190:            12           1056  sun.java2d.loops.GraphicsPrimitiveProxy
 191:            22           1056  javax.swing.UIDefaults$ProxyLazyValue
 192:             1           1048  [Ljava.lang.Character;
 193:             5           1040  com.sun.java.swing.plaf.windows.WindowsComboBoxUI
 194:            43           1032  sun.reflect.DelegatingConstructorAccessorImpl
 195:            43           1032  sun.font.Font2DHandle
 196:            16           1024  de.schmiereck.noiseComp.generator.InputData
 197:            18           1008  java.io.ObjectStreamField
 198:            14           1008  javax.swing.text.AbstractDocument$BidiElement
 199:            14           1008  javax.swing.text.AbstractDocument$BidiRootElement
 200:            42           1008  java.util.HashSet
 201:            14           1008  sun.java2d.loops.TransformHelper
 202:            25           1000  sun.swing.SwingLazyValue
 203:             5           1000  sun.font.FileFontStrike
 204:            41            984  sun.reflect.DelegatingMethodAccessorImpl
 205:            20            960  com.sun.java.swing.plaf.windows.TMSchema$Prop
 206:            39            936  java.util.regex.Pattern$CharPropertyNames$1
 207:             1            936  de.schmiereck.noiseComp.swingView.appView.AppView
 208:            13            936  sun.java2d.loops.DrawGlyphListLCD
 209:            29            928  javax.swing.plaf.InputMapUIResource
 210:            14            896  javax.swing.text.GapContent
 211:            14            896  javax.swing.text.AbstractDocument$BranchElement
 212:            14            896  javax.swing.text.AbstractDocument$LeafElement
 213:            14            896  com.sun.java.swing.plaf.windows.WindowsTextFieldUI
 214:            28            896  javax.swing.text.GapContent$StickyPosition
 215:            37            888  javax.swing.event.ChangeEvent
 216:             9            864  javax.swing.plaf.basic.BasicScrollPaneUI
 217:             9            864  javax.swing.ScrollPaneLayout$UIResource
 218:             4            832  com.sun.java.swing.plaf.windows.WindowsToolBarUI
 219:            25            808  [Ljava.security.ProtectionDomain;
 220:            10            800  sun.java2d.d3d.D3DMaskFill
 221:            20            800  java.io.RandomAccessFile
 222:             1            800  javax.swing.JCheckBox
 223:            11            792  java.util.WeakHashMap
 224:             9            792  [Lsun.awt.SunHints$Value;
 225:             1            784  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectView
 226:            14            784  javax.swing.plaf.basic.BasicTextUI$TextActionWrapper
 227:             1            784  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectView
 228:             1            776  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeView$1
 229:            24            768  de.schmiereck.dataTools.VectorHash
 230:             1            760  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeView
 231:            19            760  sun.java2d.loops.CompositeType
 232:            31            744  javax.swing.Timer$DoPostEvent
 233:             1            736  de.schmiereck.noiseComp.swingView.modulenputs.ModulenputTypesView
 234:            23            736  java.io.FileDescriptor
 235:             1            728  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesScrollPanelView
 236:            10            720  sun.misc.URLClassPath$JarLoader
 237:            10            720  javax.swing.DefaultListSelectionModel
 238:            11            704  sun.font.FontFamily
 239:             5            680  javax.swing.plaf.basic.BasicListUI
 240:            14            672  javax.swing.text.DefaultHighlighter$SafeDamager
 241:            14            672  javax.swing.plaf.basic.BasicTextUI$FocusAction
 242:            14            672  javax.swing.plaf.basic.BasicTextUI$BasicHighlighter
 243:            14            672  javax.swing.plaf.basic.BasicTextUI$RootView
 244:             1            664  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView
 245:             1            664  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView
 246:             1            664  javax.swing.DefaultListCellRenderer
 247:             1            656  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView
 248:             3            648  [Lsun.font.EAttribute;
 249:             9            648  javax.swing.BoxLayout
 250:            20            640  sun.nio.ch.NativeThreadSet
 251:             8            640  sun.java2d.d3d.D3DSwToSurfaceScale
 252:             8            640  sun.font.FontStrikeDisposer
 253:             8            640  java.nio.DirectByteBuffer
 254:             1            640  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditView
 255:             8            640  sun.java2d.d3d.D3DSwToSurfaceTransform
 256:             8            640  sun.java2d.d3d.D3DSwToTextureBlit
 257:             1            640  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView
 258:             8            640  sun.java2d.d3d.D3DSwToSurfaceBlit
 259:            20            640  java.lang.StringBuffer
 260:             1            624  javax.swing.JMenuBar
 261:             6            624  sun.reflect.DelegatingClassLoader
 262:            11            616  javax.sound.sampled.AudioFormat
 263:             1            616  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesGeneratorsRuleView
 264:             7            616  sun.java2d.windows.GDIBlitLoops
 265:             1            608  javax.swing.JPopupMenu$Separator
 266:             1            608  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesTimeRuleView
 267:            19            608  java.lang.StringBuilder
 268:            15            600  javax.swing.plaf.basic.LazyActionMap
 269:             3            600  com.sun.java.swing.plaf.windows.WindowsMenuUI
 270:             8            576  de.schmiereck.noiseComp.swingView.timelineSelect.TimelineSelectEntryModel
 271:             9            576  sun.java2d.pipe.PixelToParallelogramConverter
 272:             6            576  sun.java2d.d3d.D3DMaskBlit
 273:            14            560  javax.swing.text.GapContent$MarkVector
 274:            10            560  sun.java2d.loops.RenderCache$Entry
 275:            14            560  javax.swing.text.JTextComponent$KeymapActionMap
 276:             5            560  sun.java2d.loops.RenderLoops
 277:            14            560  javax.swing.plaf.basic.BasicTextUI$UpdateHandler
 278:            14            560  javax.swing.text.JTextComponent$KeymapWrapper
 279:            14            560  javax.swing.text.JTextComponent$MutableCaretEvent
 280:            14            560  java.awt.dnd.DropTargetContext
 281:            35            560  java.lang.ref.ReferenceQueue$Lock
 282:            23            552  de.schmiereck.noiseComp.generator.InputTypesData
 283:            23            552  java.awt.font.TextAttribute
 284:            10            528  [Ljavax.swing.SizeRequirements;
 285:            13            520  com.sun.java.swing.plaf.windows.WindowsScrollBarUI$1
 286:            13            520  javax.swing.plaf.basic.BasicScrollBarUI$TrackListener
 287:            13            520  javax.swing.KeyboardManager$ComponentKeyStrokePair
 288:            13            520  javax.swing.ComponentInputMap
 289:            16            512  com.sun.java.swing.plaf.windows.TMSchema$Control
 290:             8            512  sun.font.StrikeCache$SoftDisposerRef
 291:            16            512  javax.swing.border.EmptyBorder
 292:            21            504  sun.font.TrueTypeFont$TTDisposerRecord
 293:             7            504  java.util.concurrent.ConcurrentHashMap
 294:             9            504  java.util.Collections$SynchronizedMap
 295:             9            504  [Ljava.util.Set;
 296:             3            504  sun.awt.image.ByteInterleavedRaster
 297:             7            504  javax.swing.plaf.basic.DefaultMenuLayout
 298:             2            496  [Ljavax.swing.Action;
 299:            15            480  javax.swing.plaf.ActionMapUIResource
 300:            20            480  java.nio.channels.spi.AbstractInterruptibleChannel$1
 301:            15            480  com.sun.java.swing.plaf.windows.WindowsIconFactory$VistaMenuItemCheckIconFactory$VistaMenuItemCheckIcon
 302:             5            480  javax.swing.UIDefaults
 303:            15            480  sun.awt.windows.WDesktopProperties$WinPlaySound
 304:             5            480  java.util.prefs.WindowsPreferences
 305:            15            480  java.util.regex.Pattern$GroupTail
 306:            12            480  javax.swing.DefaultSingleSelectionModel
 307:            15            480  java.util.regex.Pattern$GroupHead
 308:            14            448  javax.swing.plaf.InsetsUIResource
 309:            14            448  java.io.File
 310:             8            448  javax.swing.ActionPropertyChangeListener$OwnedWeakReference
 311:             8            448  sun.font.StrikeMetrics
 312:             8            448  sun.font.FontStrikeDesc
 313:            14            448  sun.awt.CausedFocusEvent$Cause
 314:            11            440  com.sun.java.swing.plaf.windows.WindowsPopupMenuUI
 315:            11            440  javax.swing.plaf.ComponentInputMapUIResource
 316:            18            432  java.util.Collections$UnmodifiableSet
 317:            13            416  javax.swing.plaf.basic.BasicScrollBarUI$ScrollListener
 318:             5            400  java.util.ResourceBundle$CacheKey
 319:             1            400  [Ljava.awt.Image;
 320:             5            400  sun.font.CMap$CMapFormat4
 321:             7            392  java.lang.ThreadLocal$ThreadLocalMap$Entry
 322:             3            392  [[J
 323:             7            392  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$WindowsFontProperty
 324:             8            384  java.util.regex.Pattern$Branch
 325:            16            384  java.util.regex.Pattern$CharPropertyNames$4
 326:             4            384  javax.swing.table.TableColumn
 327:            12            384  javax.swing.plaf.basic.BasicSplitPaneDivider$OneTouchActionHandler
 328:             8            384  java.lang.OutOfMemoryError
 329:            16            384  javax.swing.UIDefaults$LazyInputMap
 330:             8            384  javax.swing.text.DefaultEditorKit$NextVisualPositionAction
 331:             8            384  java.util.regex.Pattern$Curly
 332:             1            376  javax.swing.ImageIcon$3
 333:             1            368  javax.swing.ImageIcon$1
 334:             3            360  sun.font.FontDesignMetrics
 335:             9            360  java.util.logging.Level
 336:             9            360  com.sun.java.swing.plaf.windows.XPStyle$XPFillBorder
 337:             9            360  [Ljava.io.ObjectStreamField;
 338:             5            360  sun.java2d.loops.DrawParallelogram
 339:             9            360  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPBorderValue
 340:             5            360  java.util.Properties
 341:             5            360  sun.java2d.loops.FillParallelogram
 342:             9            360  sun.swing.SwingUtilities2$2
 343:            11            352  java.util.BitSet
 344:             4            352  javax.swing.tree.VariableHeightLayoutCache$TreeStateNode
 345:            11            352  javax.swing.plaf.basic.BasicPopupMenuUI$BasicMenuKeyListener
 346:            11            352  javax.swing.tree.TreePath
 347:             3            336  sun.nio.cs.MS1252$Encoder
 348:             6            336  javax.swing.plaf.basic.BasicSplitPaneUI$BasicHorizontalLayoutManager
 349:            14            336  javax.swing.JTextField$ScrollRepainter
 350:             6            336  javax.swing.event.SwingPropertyChangeSupport
 351:            14            336  javax.swing.text.DefaultCaret$Handler
 352:             6            336  com.sun.media.sound.HeadspaceMixer$MixerReverbControl$MixerReverbType
 353:             3            336  java.awt.image.IndexColorModel
 354:            14            336  com.sun.java.swing.plaf.windows.AnimationController$PartUIClientPropertyKey
 355:             7            336  java.lang.ClassLoader$NativeLibrary
 356:             3            328  [Lsun.font.CharToGlyphMapper;
 357:             3            328  [Lsun.font.PhysicalStrike;
 358:             3            328  [[Ljava.lang.String;
 359:             5            320  java.util.IdentityHashMap
 360:             8            320  java.util.LinkedList
 361:             4            320  java.util.jar.JarFile
 362:             5            320  javax.swing.border.TitledBorder
 363:             8            320  java.util.Stack
 364:             8            320  [Ljava.util.regex.Pattern$Node;
 365:             5            320  java.util.ResourceBundle$BundleReference
 366:            13            312  javax.swing.plaf.basic.BasicScrollBarUI$Handler
 367:            13            312  java.lang.Long
 368:            13            312  java.awt.Point
 369:             7            312  [Ljava.awt.Component;
 370:            13            312  javax.swing.JScrollBar$ModelListener
 371:            13            312  javax.swing.plaf.basic.BasicScrollBarUI$ModelListener
 372:            12            288  javax.swing.JViewport$ViewListener
 373:             9            288  sun.awt.SunHints$Key
 374:             9            288  javax.swing.plaf.BorderUIResource$CompoundBorderUIResource
 375:             9            288  sun.misc.MetaIndex
 376:            12            288  java.awt.AlphaComposite
 377:             9            288  <compiledICHolderKlass>
 378:             9            288  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$LazyWindowsIcon
 379:             4            288  de.schmiereck.noiseComp.generator.signal.SinusGenerator
 380:             1            288  com.sun.java.swing.plaf.windows.WindowsTreeUI
 381:             5            280  com.sun.java.swing.plaf.windows.TMSchema$TypeEnum
 382:             5            280  [[S
 383:             5            280  javax.swing.plaf.basic.BasicListUI$Handler
 384:             5            280  java.util.ResourceBundle$LoaderReference
 385:             5            280  [[Lsun.awt.FontDescriptor;
 386:             2            272  [Ljava.awt.Cursor;
 387:             3            264  java.awt.GridBagLayout
 388:            11            264  javax.swing.plaf.basic.BasicPopupMenuUI$BasicPopupMenuListener
 389:             8            256  javax.swing.AbstractButton$ButtonActionPropertyChangeListener
 390:             4            256  javax.swing.JToggleButton$ToggleButtonModel
 391:             8            256  javax.swing.DropMode
 392:             8            256  java.util.regex.Pattern$BitClass
 393:             4            256  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$TriggerDesktopProperty
 394:            10            240  java.util.Formatter$Flags
 395:             5            240  java.awt.font.FontRenderContext
 396:             5            240  sun.font.TrueTypeGlyphMapper
 397:             3            240  sun.font.CompositeStrike
 398:             3            240  sun.swing.ImageIconUIResource
 399:             3            232  [Ljava.lang.Thread;
 400:             2            232  [[D
 401:             1            232  sun.awt.windows.WFramePeer
 402:             2            224  java.util.jar.JarFile$JarFileEntry
 403:             2            224  sun.net.www.protocol.jar.URLJarFile
 404:             3            216  sun.misc.Cleaner
 405:             9            216  javax.swing.plaf.basic.BasicScrollPaneUI$Handler
 406:             9            216  javax.sound.sampled.FloatControl$Type
 407:             9            216  javax.swing.text.StyleConstants$ParagraphConstants
 408:             1            208  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelModel
 409:             2            208  javax.swing.JRootPane$1
 410:             5            200  java.lang.RuntimePermission
 411:             5            200  javax.swing.AncestorNotifier
 412:             5            200  javax.swing.DefaultComboBoxModel
 413:             5            200  javax.swing.plaf.basic.BasicComboBoxUI$DefaultKeySelectionManager
 414:             5            200  java.awt.FlowLayout
 415:             2            192  java.awt.GridBagLayoutInfo
 416:             3            192  sun.font.FontDesignMetrics$KeyReference
 417:             3            192  com.sun.media.sound.SimpleInputDeviceProvider$InputDeviceInfo
 418:             8            192  de.schmiereck.noiseComp.generator.GeneratorChangeObserver
 419:             8            192  java.util.HashMap$KeySet
 420:             2            192  sun.nio.cs.StreamEncoder
 421:             6            192  java.util.regex.Pattern$Ctype
 422:             2            192  java.util.regex.Pattern
 423:             2            192  java.awt.BorderLayout
 424:             4            192  javax.swing.text.DefaultEditorKit$VerticalPageAction
 425:             2            192  javax.swing.plaf.FontUIResource
 426:             8            192  com.sun.java.swing.plaf.windows.WindowsMenuItemUI$1
 427:             8            192  sun.java2d.loops.RenderCache
 428:             3            192  sun.awt.FontDescriptor
 429:             1            192  java.awt.EventDispatchThread
 430:             3            192  java.awt.image.PixelInterleavedSampleModel
 431:             8            192  java.lang.ThreadLocal
 432:             4            192  javax.swing.plaf.basic.BasicToolBarUI$Handler
 433:             8            192  javax.swing.plaf.basic.BasicMenuItemUI$Handler
 434:             4            192  java.util.Collections$UnmodifiableMap
 435:             8            192  java.util.regex.Pattern$CharPropertyNames$3
 436:             6            192  java.util.regex.Pattern$Single
 437:             8            192  java.util.regex.Pattern$BranchConn
 438:             4            192  java.security.Permissions
 439:             1            184  com.sun.media.sound.MixerThread
 440:             1            184  [Lcom.sun.java.swing.plaf.windows.TMSchema$Prop;
 441:             1            184  [Lsun.font.CompositeFont;
 442:             1            184  [Lsun.font.FileFont;
 443:             2            176  sun.java2d.d3d.D3DGeneralBlit
 444:             1            176  java.util.logging.LogManager$Cleaner
 445:            11            176  javax.swing.JMenuItem$MenuItemFocusListener
 446:             1            176  sun.java2d.d3d.D3DGraphicsDevice
 447:             2            176  java.io.ExpiringCache$1
 448:             1            168  java.lang.ref.Finalizer$FinalizerThread
 449:             1            168  sun.awt.windows.WFontConfiguration
 450:             1            168  javax.swing.ToolTipManager
 451:             3            168  java.security.CodeSource
 452:             1            168  java.lang.ref.Reference$ReferenceHandler
 453:             3            168  com.sun.media.sound.PortMixerProvider$PortMixerInfo
 454:             3            168  sun.misc.URLClassPath
 455:             3            168  sun.font.CompositeGlyphMapper
 456:             3            168  java.awt.Cursor
 457:             7            168  javax.swing.text.StyleConstants$CharacterConstants
 458:             3            168  java.security.ProtectionDomain
 459:             3            168  java.awt.image.DataBufferByte
 460:             2            160  java.util.LinkedHashMap
 461:             1            160  [Ljava.awt.geom.AffineTransform;
 462:             5            160  sun.font.FileFont$FileFontDisposer
 463:             5            160  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPColorValue
 464:             5            160  com.sun.java.swing.plaf.windows.WindowsComboBoxUI$3
 465:             5            160  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPColorValue$XPColorValueKey
 466:             2            160  sun.java2d.loops.DrawGlyphListAA$General
 467:             2            160  sun.java2d.loops.DrawGlyphList$General
 468:             5            160  javax.swing.UIManager$LookAndFeelInfo
 469:             5            160  com.sun.java.swing.plaf.windows.WindowsComboBoxUI$WindowsComboBoxEditor
 470:             1            152  [Lcom.sun.java.swing.plaf.windows.TMSchema$Control;
 471:             1            152  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry;
 472:             1            152  de.schmiereck.noiseComp.swingView.appController.AppController
 473:             2            144  java.io.BufferedWriter
 474:             3            144  javax.swing.text.DefaultEditorKit$EndLineAction
 475:             3            144  javax.swing.text.DefaultEditorKit$EndParagraphAction
 476:             2            144  java.lang.ThreadGroup
 477:             6            144  javax.swing.plaf.basic.BasicSplitPaneUI$Handler
 478:             6            144  javax.swing.plaf.basic.BasicSplitPaneDivider$MouseHandler
 479:             6            144  javax.swing.plaf.basic.BasicSplitPaneDivider$DividerLayout
 480:             3            144  javax.swing.text.DefaultEditorKit$BeginWordAction
 481:             3            144  javax.swing.text.DefaultEditorKit$BeginLineAction
 482:             3            144  javax.swing.text.DefaultEditorKit$EndWordAction
 483:             3            144  javax.swing.text.DefaultEditorKit$BeginParagraphAction
 484:             1            144  sun.font.AttributeValues
 485:             1            144  sun.misc.Launcher$ExtClassLoader
 486:             1            144  de.schmiereck.noiseComp.soundBuffer.SoundBufferManager
 487:             6            144  sun.java2d.pipe.TextRenderer
 488:             2            144  java.util.EnumMap
 489:             6            144  java.util.regex.Pattern$CharPropertyNames$2
 490:             1            144  com.sun.media.sound.MixerSourceLine
 491:             3            144  javax.swing.plaf.basic.BasicBorders$RadioButtonBorder
 492:             2            144  javax.swing.plaf.basic.BasicTableUI
 493:             2            144  de.schmiereck.noiseComp.generator.shape.FaderGenerator
 494:             6            144  sun.java2d.pipe.DuctusShapeRenderer
 495:             1            144  de.schmiereck.noiseComp.swingView.inputEdit.InputEditModel
 496:             1            136  sun.java2d.d3d.D3DSurfaceData$D3DWindowSurfaceData
