
 num     #instances         #bytes  class name
 497:             1            136  com.sun.media.sound.HeadspaceMixer
 498:             1            136  sun.misc.Launcher$AppClassLoader
 499:             1            136  sun.awt.image.ImageRepresentation
 500:             1            136  [Lsun.awt.CausedFocusEvent$Cause;
 501:             4            128  [Ljava.awt.AWTKeyStroke;
 502:             4            128  java.util.Arrays$ArrayList
 503:             2            128  javax.swing.table.DefaultTableColumnModel
 504:             4            128  java.awt.AWTKeyStroke
 505:             2            128  javax.swing.plaf.basic.BasicTableUI$Handler
 506:             4            128  java.awt.Queue
 507:             4            128  sun.swing.table.DefaultTableCellHeaderRenderer$EmptyIcon
 508:             4            128  javax.swing.JToolBar$DefaultToolBarLayout
 509:             4            128  java.awt.Dialog$ModalityType
 510:             4            128  java.util.Collections$UnmodifiableRandomAccessList
 511:             1            128  sun.awt.windows.WToolkit
 512:             4            128  sun.misc.FormattedFloatingDecimal$Form
 513:             1            120  javax.swing.RepaintManager
 514:             1            120  sun.awt.im.InputMethodContext
 515:             5            120  javax.swing.plaf.basic.BasicComboPopup$Handler
 516:             5            120  javax.swing.plaf.basic.BasicComboBoxUI$Handler
 517:             5            120  [Ljava.util.prefs.PreferenceChangeListener;
 518:             1            120  java.util.logging.LogManager$RootLogger
 519:             5            120  javax.swing.JComboBox$1
 520:             3            120  sun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType
 521:             5            120  javax.swing.plaf.DimensionUIResource
 522:             1            120  sun.reflect.misc.MethodUtil
 523:             1            120  com.sun.java.swing.plaf.windows.WindowsLookAndFeel
 524:             3            120  sun.font.FontDesignMetrics$MetricsKey
 525:             1            120  java.awt.DefaultKeyboardFocusManager
 526:             3            120  sun.awt.util.IdentityArrayList
 527:             3            120  javax.swing.text.StyleContext$SmallAttributeSet
 528:             5            120  [Ljava.util.prefs.NodeChangeListener;
 529:             2            112  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$ActiveWindowsIcon
 530:             1            112  java.awt.color.ICC_ColorSpace
 531:             2            112  sun.misc.SoftCache
 532:             1            112  sun.font.GlyphList
 533:             2            112  com.sun.java.swing.plaf.windows.WindowsTableHeaderUI
 534:             2            112  java.io.PrintStream
 535:             2            112  java.nio.HeapByteBuffer
 536:             2            112  javax.swing.border.BevelBorder
 537:             1            104  javax.swing.tree.DefaultTreeSelectionModel
 538:             1            104  sun.java2d.d3d.D3DContext
 539:             1            104  javax.swing.MultiUIDefaults
 540:             1            104  java.util.ResourceBundle$RBClassLoader
 541:             1            104  [Ljava.lang.Runnable;
 542:             1            104  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditModel
 543:             1            104  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditModel
 544:             1            104  [Ljava.util.Locale;
 545:             2             96  sun.java2d.pipe.Region$ImmutableRegion
 546:             4             96  javax.swing.text.StyleConstants$FontConstants
 547:             2             96  javax.swing.text.DefaultEditorKit$PreviousWordAction
 548:             3             96  java.nio.DirectByteBuffer$Deallocator
 549:             2             96  javax.swing.text.JTextComponent$DefaultKeymap
 550:             3             96  com.sun.java.swing.plaf.windows.WindowsMenuUI$WindowsMouseInputHandler
 551:             1             96  de.schmiereck.noiseComp.generator.module.ModuleGeneratorTypeInfoData
 552:             3             96  javax.swing.plaf.basic.BasicMenuUI$Handler
 553:             2             96  java.io.OutputStreamWriter
 554:             3             96  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelModel$HighlightedTimelineHandler
 555:             4             96  sun.java2d.pipe.PixelToShapeConverter
 556:             4             96  com.sun.java.swing.plaf.windows.WindowsIconFactory$FrameButtonIcon
 557:             2             96  javax.swing.text.DefaultEditorKit$EndAction
 558:             2             96  javax.swing.text.DefaultEditorKit$BeginAction
 559:             3             96  java.util.regex.Pattern$2
 560:             1             96  sun.awt.im.ExecutableInputMethodManager
 561:             2             96  javax.swing.text.DefaultEditorKit$PageAction
 562:             4             96  javax.swing.text.StyleConstants
 563:             3             96  java.awt.EventFilter$FilterAction
 564:             4             96  javax.sound.sampled.AudioFormat$Encoding
 565:             3             96  javax.swing.JMenu$WinListener
 566:             1             96  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditModel
 567:             4             96  javax.sound.sampled.LineEvent$Type
 568:             2             96  javax.swing.text.StyleContext$NamedStyle
 569:             2             96  java.io.ExpiringCache
 570:             1             96  [[Lsun.awt.SunHints$Value;
 571:             1             96  com.sun.media.sound.MixerSourceLine$MixerSourceLineGainControl
 572:             3             96  java.awt.Dialog$ModalExclusionType
 573:             2             96  java.util.zip.Inflater
 574:             2             96  java.io.FilePermission
 575:             1             96  sun.awt.Win32GraphicsEnvironment
 576:             3             96  com.sun.awt.AWTUtilities$Translucency
 577:             1             96  java.awt.EventQueue
 578:             1             96  javax.swing.tree.VariableHeightLayoutCache
 579:             2             96  java.security.BasicPermissionCollection
 580:             3             96  de.schmiereck.noiseComp.generator.module.ModuleGeneratorTypeInfoData$TicksPer
 581:             3             96  javax.swing.JMenu$MenuChangeListener
 582:             3             96  sun.nio.cs.Surrogate$Parser
 583:             3             96  [[B
 584:             2             96  sun.util.LocaleServiceProviderPool
 585:             2             96  javax.swing.text.DefaultEditorKit$NextWordAction
 586:             2             88  [Ljavax.sound.sampled.Control;
 587:             1             88  [Ljavax.swing.DropMode;
 588:             1             88  [Lsun.font.FontStrike;
 589:             1             88  com.sun.media.sound.MixerSourceLine$MixerSourceLineSampleRateControl
 590:             1             88  com.sun.media.sound.MixerSourceLine$MixerSourceLinePanControl
 591:             1             88  com.sun.java.swing.plaf.windows.WindowsCheckBoxUI
 592:             1             88  sun.awt.AppContext
 593:             1             88  [Ljavax.sound.sampled.AudioFormat;
 594:             1             88  sun.awt.image.SunVolatileImage
 595:             1             80  com.sun.java.swing.plaf.windows.WindowsRadioButtonUI
 596:             1             80  sun.java2d.d3d.D3DVolatileSurfaceManager
 597:             1             80  sun.awt.image.ToolkitImage
 598:             1             80  javax.swing.TransferHandler$DropHandler
 599:             1             80  [[C
 600:             2             80  java.lang.ref.ReferenceQueue$Null
 601:             1             80  sun.nio.cs.UTF_16$Decoder
 602:             1             80  sun.awt.windows.WInputMethod
 603:             2             80  sun.awt.im.InputMethodLocator
 604:             2             80  javax.swing.plaf.basic.BasicRootPaneUI$RootPaneInputMap
 605:             1             80  [Lsun.misc.FDBigInt;
 606:             1             80  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesTimeRuleModel
 607:             2             80  javax.swing.text.DefaultEditorKit$DefaultKeyTypedAction
 608:             2             80  javax.swing.plaf.basic.BasicTableHeaderUI$MouseInputHandler
 609:             1             80  sun.java2d.pipe.BufferedRenderPipe$BufferedDrawHandler
 610:             2             80  javax.sound.sampled.DataLine$Info
 611:             2             80  java.util.regex.Pattern$6
 612:             1             80  sun.java2d.d3d.D3DSurfaceToSwBlit
 613:             1             80  javax.swing.UIManager$LAFState
 614:             2             80  java.io.BufferedOutputStream
 615:             2             80  java.util.regex.Pattern$Ques
 616:             2             80  javax.swing.text.DefaultEditorKit$DeleteWordAction
 617:             2             80  com.sun.java.swing.plaf.windows.XPStyle$XPEmptyBorder
 618:             1             80  javax.swing.plaf.basic.BasicPopupMenuUI$MenuKeyboardHelper
 619:             5             80  javax.swing.plaf.basic.BasicBorders$MarginBorder
 620:             2             80  java.awt.Window$WindowDisposerRecord
 621:             2             80  javax.swing.text.Segment
 622:             2             80  java.io.FileOutputStream
 623:             3             72  [Ljava.security.Principal;
 624:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceBlit
 625:             1             72  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$FontDesktopProperty
 626:             3             72  javax.swing.TransferHandler$TransferAction
 627:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceBlit
 628:             1             72  sun.text.resources.FormatData
 629:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceTransform
 630:             1             72  java.awt.LightweightDispatcher
 631:             1             72  sun.java2d.loops.SetDrawPathANY
 632:             1             72  sun.awt.windows.WingDings$Encoder
 633:             1             72  sun.java2d.loops.SetFillSpansANY
 634:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceTransform
 635:             3             72  sun.java2d.pipe.SpanClipRenderer
 636:             1             72  sun.java2d.loops.SetDrawRectANY
 637:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceScale
 638:             1             72  sun.text.resources.FormatData_de_DE
 639:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceScale
 640:             1             72  de.schmiereck.noiseComp.generator.signal.OutputGenerator
 641:             1             72  de.schmiereck.noiseComp.generator.mixer.MixerGenerator
 642:             1             72  sun.util.resources.CurrencyNames
 643:             1             72  sun.java2d.loops.SetFillPathANY
 644:             3             72  java.text.AttributedCharacterIterator$Attribute
 645:             1             72  java.util.logging.LogManager
 646:             1             72  javax.swing.plaf.basic.BasicTreeUI$Handler
 647:             1             72  [Ljavax.sound.sampled.ReverbType;
 648:             3             72  com.sun.java.swing.plaf.windows.WindowsMenuUI$1
 649:             1             72  sun.java2d.loops.SetFillRectANY
 650:             1             72  sun.java2d.d3d.D3DTextureToSurfaceTransform
 651:             1             72  sun.java2d.loops.TransformBlit
 652:             1             72  com.sun.java.swing.plaf.windows.WindowsMenuBarUI
 653:             1             72  sun.awt.Symbol$Encoder
 654:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceBlit
 655:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceScale
 656:             3             72  javax.swing.event.DocumentEvent$EventType
 657:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceTransform
 658:             1             72  sun.java2d.d3d.D3DTextureToSurfaceBlit
 659:             1             72  sun.text.resources.FormatData_de
 660:             1             72  [Lsun.swing.SwingUtilities2$LSBCacheEntry;
 661:             1             72  sun.util.resources.CurrencyNames_de_DE
 662:             1             72  sun.java2d.d3d.D3DTextureToSurfaceScale
 663:             3             72  java.util.HashMap$EntrySet
 664:             1             72  sun.awt.windows.WFontPeer
 665:             3             72  java.nio.charset.CodingErrorAction
 666:             1             72  sun.awt.resources.awt_de
 667:             3             72  java.awt.ComponentOrientation
 668:             1             72  sun.awt.resources.awt
 669:             1             72  sun.java2d.loops.SetDrawPolygonsANY
 670:             1             72  sun.java2d.loops.SetDrawLineANY
 671:             1             64  [Ljava.awt.EventQueueItem;
 672:             1             64  [Lsun.java2d.loops.SurfaceType;
 673:             2             64  sun.awt.MostRecentKeyValue
 674:             2             64  [Ljavax.swing.tree.TreePath;
 675:             2             64  [Ljavax.swing.text.Position$Bias;
 676:             1             64  sun.awt.AWTAutoShutdown
 677:             1             64  [Lsun.java2d.loops.RenderLoops;
 678:             1             64  [Ljavax.swing.UIManager$LookAndFeelInfo;
 679:             2             64  java.io.FilePermissionCollection
 680:             1             64  [[[I
 681:             2             64  java.util.regex.Pattern$Start
 682:             1             64  sun.awt.image.ByteArrayImageSource
 683:             1             64  java.util.ResourceBundle$1
 684:             1             64  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 685:             1             64  com.sun.java.swing.plaf.windows.WindowsButtonUI
 686:             1             64  sun.java2d.d3d.D3DGraphicsConfig
 687:             2             64  sun.misc.FDBigInt
 688:             1             64  sun.java2d.NullSurfaceData
 689:             2             64  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$SkinIcon
 690:             1             64  java.awt.datatransfer.SystemFlavorMap
 691:             1             64  [[[Lsun.awt.FontDescriptor;
 692:             1             64  [[[S
 693:             1             64  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeModel
 694:             2             64  java.awt.MediaTracker
 695:             1             64  [Lsun.font.FontDesignMetrics;
 696:             1             64  javax.swing.text.StyleContext
 697:             2             64  sun.misc.Signal
 698:             1             64  [Lcom.sun.java.swing.plaf.windows.TMSchema$TypeEnum;
 699:             2             64  sun.misc.URLClassPath$FileLoader
 700:             2             64  [Ljava.io.File;
 701:             1             64  sun.awt.AWTAutoShutdown$PeerMap
 702:             1             56  com.sun.media.sound.MixerSourceLine$MixerSourceLineMuteControl
 703:             1             56  [Ljava.lang.ThreadGroup;
 704:             1             56  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesGeneratorsRuleModel
 705:             1             56  javax.swing.text.DefaultEditorKit$SelectWordAction
 706:             1             56  sun.nio.cs.StandardCharsets$Cache
 707:             1             56  javax.swing.LayoutFocusTraversalPolicy
 708:             1             56  sun.java2d.d3d.D3DScreenUpdateManager
 709:             1             56  de.schmiereck.noiseComp.soundScheduler.SoundDataLogicdData
 710:             1             56  sun.java2d.pipe.RenderBuffer
 711:             1             56  sun.nio.cs.StandardCharsets$Classes
 712:             1             56  java.awt.Toolkit$DesktopPropertyChangeSupport
 713:             1             56  java.text.AttributedString
 714:             1             56  sun.dc.pr.Rasterizer
 715:             1             56  javax.swing.text.DefaultEditorKit$SelectLineAction
 716:             1             56  javax.swing.plaf.basic.BasicTextUI$TextTransferHandler
 717:             1             56  java.text.AttributedString$AttributedStringIterator
 718:             1             56  [Ljava.util.Map;
 719:             1             56  com.sun.media.sound.CircularBuffer
 720:             1             56  sun.nio.cs.StandardCharsets$Aliases
 721:             1             56  javax.swing.plaf.basic.BasicTextUI$BasicCursor
 722:             1             56  [[Ljava.awt.AWTKeyStroke;
 723:             1             56  [Ljava.awt.Queue;
 724:             1             56  javax.swing.text.DefaultEditorKit$SelectParagraphAction
 725:             1             56  [Ljava.lang.OutOfMemoryError;
 726:             1             56  [Lsun.misc.FormattedFloatingDecimal$Form;
 727:             1             56  java.awt.color.ICC_ProfileRGB
 728:             1             56  [Ljava.awt.Dialog$ModalityType;
 729:             2             48  javax.sound.sampled.BooleanControl$Type
 730:             2             48  java.util.LinkedHashSet
 731:             1             48  [Lcom.sun.awt.AWTUtilities$Translucency;
 732:             2             48  java.nio.ByteOrder
 733:             2             48  [Ljava.util.logging.Handler;
 734:             1             48  sun.awt.windows.WGlobalCursorManager
 735:             1             48  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditController
 736:             1             48  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener
 737:             1             48  java.lang.NullPointerException
 738:             1             48  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 739:             1             48  [Lde.schmiereck.noiseComp.generator.ModuleGeneratorTypeData$TicksPer;
 740:             1             48  de.schmiereck.noiseComp.swingView.modulenputs.ModulenputTypesController
 741:             1             48  java.awt.BasicStroke
 742:             1             48  sun.java2d.d3d.D3DRenderer
 743:             1             48  [Lcom.sun.media.sound.SimpleInputDevice;
 744:             1             48  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectModel
 745:             1             48  [Ljava.awt.Dialog$ModalExclusionType;
 746:             1             48  [Lde.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelModel$HighlightedTimelineHandler;
 747:             1             48  [Lsun.awt.FontDescriptor;
 748:             2             48  java.awt.Cursor$CursorDisposer
 749:             1             48  java.io.BufferedInputStream
 750:             1             48  de.schmiereck.noiseComp.soundSource.SoundSourceLogic
 751:             2             48  java.util.IdentityHashMap$KeySet
 752:             1             48  [Ljava.lang.ThreadLocal;
 753:             1             48  javax.swing.plaf.basic.BasicBorders$ButtonBorder
 754:             3             48  sun.net.www.protocol.jar.Handler
 755:             2             48  java.nio.charset.CoderResult
 756:             1             48  com.sun.media.sound.EventDispatcher
 757:             1             48  javax.swing.plaf.basic.BasicRadioButtonUI
 758:             2             48  sun.misc.NativeSignalHandler
 759:             1             48  [Lcom.sun.media.sound.SimpleInputDeviceProvider$InputDeviceInfo;
 760:             1             48  [Lcom.sun.media.sound.PortMixer;
 761:             2             48  [Ljavax.swing.MenuElement;
 762:             1             48  [Ljava.awt.Rectangle;
 763:             2             48  com.sun.java.swing.plaf.windows.WindowsScrollBarUI$Grid
 764:             1             48  de.schmiereck.noiseComp.soundSource.SoundSourceSchedulerLogic
 765:             1             48  javax.swing.TransferHandler$TransferSupport
 766:             1             48  [Lcom.sun.media.sound.PortMixerProvider$PortMixerInfo;
 767:             2             48  javax.swing.text.StyleConstants$ColorConstants
 768:             2             48  sun.java2d.pipe.SpanShapeRenderer$Composite
 769:             2             48  javax.swing.JRootPane$RootLayout
 770:             1             48  java.lang.ArithmeticException
 771:             2             48  sun.awt.SunDisplayChanger
 772:             1             48  sun.java2d.pipe.Region
 773:             1             48  java.lang.VirtualMachineError
 774:             2             48  [Ljava.security.cert.Certificate;
 775:             1             48  sun.nio.cs.StandardCharsets
 776:             1             48  java.lang.ref.Reference
 777:             1             48  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesScrollPanelController
 778:             1             48  com.sun.media.sound.HeadspaceMixer$MixerInfo
 779:             1             48  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPDLUValue
 780:             1             48  java.awt.Toolkit$SelectiveAWTEventListener
 781:             2             48  java.lang.Boolean
 782:             2             48  javax.swing.ToolTipManager$Actions
 783:             1             48  [Ljava.awt.EventFilter$FilterAction;
 784:             2             48  javax.swing.text.Position$Bias
 785:             1             48  [Lsun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType;
 786:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectModel
 787:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectController
 788:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$4
 789:             1             40  [Ljavax.sound.sampled.Line$Info;
 790:             1             40  sun.awt.shell.Win32ShellFolderManager2
 791:             1             40  java.util.logging.LoggingPermission
 792:             1             40  java.io.ByteArrayInputStream
 793:             1             40  sun.awt.windows.WDesktopProperties
 794:             1             40  de.schmiereck.noiseComp.timeline.TimelineManagerLogic
 795:             1             40  javax.swing.text.DefaultEditorKit$CutAction
 796:             1             40  javax.swing.text.DefaultEditorKit$BeepAction
 797:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectController$1
 798:             1             40  java.util.concurrent.locks.ReentrantReadWriteLock
 799:             1             40  [Ljavax.swing.UIDefaults;
 800:             1             40  sun.awt.color.ProfileDeferralInfo
 801:             1             40  com.sun.java.swing.plaf.windows.XPStyle
 802:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$2
 803:             1             40  sun.nio.cs.UTF_8
 804:             1             40  com.sun.java.swing.plaf.windows.WindowsMenuBarUI$TakeFocus
 805:             1             40  javax.swing.text.DefaultEditorKit$WritableAction
 806:             1             40  javax.swing.tree.DefaultTreeModel
 807:             1             40  javax.swing.text.DefaultEditorKit$DumpModelAction
 808:             1             40  javax.swing.text.DefaultEditorKit$CopyAction
 809:             1             40  javax.swing.text.DefaultEditorKit$InsertContentAction
 810:             1             40  javax.swing.text.DefaultEditorKit$UnselectAction
 811:             1             40  javax.swing.JTextField$NotifyAction
 812:             1             40  java.lang.StringCoding$StringDecoder
 813:             1             40  javax.swing.text.SegmentCache$CachedSegment
 814:             1             40  sun.nio.cs.UTF_16
 815:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectController
 816:             1             40  javax.swing.text.DefaultEditorKit$InsertBreakAction
 817:             1             40  javax.swing.text.DefaultEditorKit$PasteAction
 818:             1             40  java.io.WinNTFileSystem
 819:             1             40  sun.awt.Symbol
 820:             1             40  sun.swing.SwingUtilities2$AATextInfo
 821:             1             40  javax.swing.text.DefaultEditorKit$InsertTabAction
 822:             1             40  de.schmiereck.noiseComp.soundSource.SoundSamplesBufferData
 823:             1             40  sun.awt.PostEventQueue
 824:             1             40  com.sun.media.sound.HeadspaceMixer$MixerReverbControl
 825:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputsTabelModel
 826:             1             40  sun.awt.windows.WingDings
 827:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeTabelModel
 828:             1             40  javax.swing.MenuSelectionManager
 829:             1             40  java.lang.reflect.ReflectPermission
 830:             1             40  javax.swing.text.DefaultEditorKit$ReadOnlyAction
 831:             1             40  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditController$1
 832:             1             40  javax.swing.text.DefaultEditorKit$DeletePrevCharAction
 833:             1             40  javax.swing.text.DefaultEditorKit$DeleteNextCharAction
 834:             1             40  javax.swing.text.DefaultEditorKit$SelectAllAction
 835:             1             40  javax.swing.text.DefaultEditorKit$ToggleComponentOrientationAction
 836:             1             40  sun.nio.cs.MS1252
 837:             1             40  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 838:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$1
 839:             1             40  sun.awt.image.FetcherInfo
 840:             1             40  sun.dc.pr.Rasterizer$ConsumerDisposer
 841:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$3
 842:             1             40  javax.swing.border.EtchedBorder
 843:             1             40  de.schmiereck.noiseComp.swingView.inputEdit.InputEditController
 844:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$23
 845:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$4
 846:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesGeneratorsRuleController
 847:             1             32  com.sun.java.swing.plaf.windows.WindowsBorders$ToolBarBorder
 848:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$36
 849:             2             32  java.lang.Shutdown$Lock
 850:             1             32  sun.dc.pr.PathDasher
 851:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$3
 852:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$8
 853:             1             32  javax.swing.plaf.basic.BasicToggleButtonUI
 854:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$1
 855:             1             32  java.awt.VKCollection
 856:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$1
 857:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$7
 858:             1             32  com.sun.java.swing.plaf.windows.XPStyle$XPImageBorder
 859:             1             32  sun.reflect.UnsafeObjectFieldAccessorImpl
 860:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$5
 861:             1             32  javax.swing.ButtonGroup
 862:             1             32  javax.swing.plaf.basic.BasicTreeUI$TreeTransferHandler
 863:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesTimeRuleController
 864:             1             32  com.sun.java.swing.plaf.windows.AnimationController
 865:             1             32  javax.swing.border.CompoundBorder
 866:             1             32  javax.swing.RepaintManager$PaintManager
 867:             1             32  java.util.Collections$SynchronizedSet
 868:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$24
 869:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$1
 870:             1             32  de.schmiereck.noiseComp.swingView.appModel.AppModel
 871:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$2
 872:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$8
 873:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelController
 874:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$22
 875:             1             32  javax.swing.plaf.basic.BasicPopupMenuUI$MouseGrabber
 876:             1             32  sun.java2d.d3d.D3DRenderQueue
 877:             1             32  java.lang.ThreadLocal$ThreadLocalMap
 878:             1             32  com.sun.media.sound.JDK13Services$ProviderCache
 879:             1             32  [[Ljava.lang.Object;
 880:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditView$2
 881:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$37
 882:             1             32  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectView$1
 883:             1             32  java.security.Policy$UnsupportedEmptyCollection
 884:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeController
 885:             1             32  javax.swing.plaf.basic.BasicBorders$SplitPaneBorder
 886:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$2
 887:             2             32  javax.swing.plaf.basic.BasicLabelUI
 888:             1             32  [Ljava.text.AttributedCharacterIterator$Attribute;
 889:             1             32  com.sun.java.swing.plaf.windows.WindowsPopupMenuSeparatorUI
 890:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$4
 891:             1             32  sun.awt.SunHints$LCDContrastKey
 892:             1             32  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
 893:             1             32  javax.swing.KeyboardManager
 894:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$2
 895:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$3
 896:             1             32  sun.misc.PerformanceLogger$TimeData
 897:             1             32  javax.swing.plaf.basic.BasicBorders$SplitPaneDividerBorder
 898:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$21
 899:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$6
 900:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$5
 901:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditController
 902:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$4
 903:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$3
 904:             1             32  javax.swing.SystemEventQueueUtilities$ComponentWorkRequest
 905:             1             32  sun.reflect.UnsafeBooleanFieldAccessorImpl
 906:             1             32  javax.swing.plaf.basic.BasicBorders$RolloverMarginBorder
 907:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$39
 908:             1             32  sun.java2d.d3d.D3DContext$D3DContextCaps
 909:             1             32  sun.awt.GlobalCursorManager$NativeUpdater
 910:             1             32  sun.swing.ImageCache
 911:             1             32  java.util.Collections$SynchronizedCollection
 912:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$7
 913:             1             32  java.util.Currency
 914:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$2
 915:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditView$1
 916:             1             32  java.util.Collections$EmptyMap
 917:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$3
 918:             1             32  javax.swing.border.LineBorder
 919:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$2
 920:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$1
 921:             1             32  [Ljava.awt.GraphicsDevice;
 922:             1             32  sun.dc.pr.PathStroker
 923:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectView$1
 924:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$38
 925:             1             32  javax.swing.text.StyleContext$FontKey
 926:             1             32  java.awt.KeyboardFocusManager$HeavyweightFocusRequest
 927:             1             32  javax.swing.plaf.basic.BasicBorders$MenuBarBorder
 928:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$1
 929:             1             32  javax.swing.TimerQueue
 930:             1             32  javax.swing.plaf.basic.BasicButtonUI
 931:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController
 932:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$3
 933:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$27
 934:             1             32  java.io.FileInputStream
 935:             1             32  java.security.AllPermissionCollection
 936:             1             24  de.schmiereck.noiseComp.swingView.inputEdit.InputEditController$1
 937:             1             24  de.schmiereck.noiseComp.swingView.appController.AppController$8
 938:             1             24  sun.awt.image.PixelConverter$ArgbPre
