
 num     #instances         #bytes  class name
 496:             2            144  javax.swing.plaf.basic.BasicTableUI
 497:             1            136  sun.misc.Launcher$AppClassLoader
 498:             1            136  com.sun.media.sound.HeadspaceMixer
 499:             1            136  sun.java2d.d3d.D3DSurfaceData$D3DWindowSurfaceData
 500:             1            136  [Lsun.awt.CausedFocusEvent$Cause;
 501:             1            136  sun.awt.image.ImageRepresentation
 502:             4            128  [Ljava.awt.AWTKeyStroke;
 503:             1            128  sun.awt.windows.WToolkit
 504:             4            128  java.awt.Queue
 505:             4            128  sun.swing.table.DefaultTableCellHeaderRenderer$EmptyIcon
 506:             4            128  java.awt.Dialog$ModalityType
 507:             4            128  java.util.Collections$UnmodifiableRandomAccessList
 508:             4            128  java.util.Arrays$ArrayList
 509:             4            128  sun.misc.FormattedFloatingDecimal$Form
 510:             2            128  javax.swing.table.DefaultTableColumnModel
 511:             4            128  javax.swing.JToolBar$DefaultToolBarLayout
 512:             2            128  javax.swing.plaf.basic.BasicTableUI$Handler
 513:             4            128  java.awt.AWTKeyStroke
 514:             5            120  [Ljava.util.prefs.NodeChangeListener;
 515:             5            120  javax.swing.JComboBox$1
 516:             1            120  sun.awt.im.InputMethodContext
 517:             1            120  com.sun.java.swing.plaf.windows.WindowsLookAndFeel
 518:             3            120  sun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType
 519:             3            120  sun.awt.util.IdentityArrayList
 520:             1            120  javax.swing.RepaintManager
 521:             3            120  sun.font.FontDesignMetrics$MetricsKey
 522:             5            120  javax.swing.plaf.basic.BasicComboPopup$Handler
 523:             1            120  sun.reflect.misc.MethodUtil
 524:             1            120  java.util.logging.LogManager$RootLogger
 525:             5            120  javax.swing.plaf.DimensionUIResource
 526:             5            120  javax.swing.plaf.basic.BasicComboBoxUI$Handler
 527:             5            120  [Ljava.util.prefs.PreferenceChangeListener;
 528:             1            120  java.awt.DefaultKeyboardFocusManager
 529:             3            120  javax.swing.text.StyleContext$SmallAttributeSet
 530:             2            112  com.sun.java.swing.plaf.windows.WindowsTableHeaderUI
 531:             2            112  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$ActiveWindowsIcon
 532:             2            112  java.nio.HeapByteBuffer
 533:             1            112  java.awt.color.ICC_ColorSpace
 534:             1            112  sun.font.GlyphList
 535:             2            112  java.io.PrintStream
 536:             2            112  sun.misc.SoftCache
 537:             2            112  javax.swing.border.BevelBorder
 538:             1            104  javax.swing.MultiUIDefaults
 539:             1            104  sun.java2d.d3d.D3DContext
 540:             1            104  javax.swing.tree.DefaultTreeSelectionModel
 541:             1            104  [Ljava.util.Locale;
 542:             1            104  [Ljava.lang.Runnable;
 543:             1            104  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditModel
 544:             1            104  java.util.ResourceBundle$RBClassLoader
 545:             1            104  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditModel
 546:             2             96  javax.swing.text.DefaultEditorKit$PreviousWordAction
 547:             4             96  sun.java2d.pipe.PixelToShapeConverter
 548:             3             96  javax.swing.plaf.basic.BasicMenuUI$Handler
 549:             3             96  sun.nio.cs.Surrogate$Parser
 550:             2             96  javax.swing.text.DefaultEditorKit$NextWordAction
 551:             1             96  java.awt.EventQueue
 552:             2             96  javax.swing.text.StyleContext$NamedStyle
 553:             4             96  com.sun.java.swing.plaf.windows.WindowsIconFactory$FrameButtonIcon
 554:             2             96  javax.swing.text.JTextComponent$DefaultKeymap
 555:             2             96  sun.java2d.pipe.Region$ImmutableRegion
 556:             4             96  javax.sound.sampled.LineEvent$Type
 557:             2             96  javax.swing.text.DefaultEditorKit$EndAction
 558:             3             96  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelModel$HighlightedTimelineHandler
 559:             1             96  de.schmiereck.noiseComp.generator.module.ModuleGeneratorTypeData
 560:             2             96  sun.util.LocaleServiceProviderPool
 561:             2             96  javax.swing.text.DefaultEditorKit$PageAction
 562:             2             96  javax.swing.text.DefaultEditorKit$BeginAction
 563:             4             96  javax.swing.text.StyleConstants$FontConstants
 564:             3             96  com.sun.java.swing.plaf.windows.WindowsMenuUI$WindowsMouseInputHandler
 565:             3             96  javax.swing.JMenu$WinListener
 566:             4             96  javax.sound.sampled.AudioFormat$Encoding
 567:             3             96  java.awt.EventFilter$FilterAction
 568:             2             96  java.io.ExpiringCache
 569:             2             96  java.io.OutputStreamWriter
 570:             1             96  [[Lsun.awt.SunHints$Value;
 571:             4             96  javax.swing.text.StyleConstants
 572:             3             96  java.awt.Dialog$ModalExclusionType
 573:             2             96  java.util.zip.Inflater
 574:             3             96  java.util.regex.Pattern$2
 575:             1             96  sun.awt.im.ExecutableInputMethodManager
 576:             1             96  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditModel
 577:             2             96  java.io.FilePermission
 578:             1             96  sun.awt.Win32GraphicsEnvironment
 579:             2             96  java.security.BasicPermissionCollection
 580:             3             96  com.sun.awt.AWTUtilities$Translucency
 581:             1             96  javax.swing.tree.VariableHeightLayoutCache
 582:             3             96  javax.swing.JMenu$MenuChangeListener
 583:             3             96  de.schmiereck.noiseComp.generator.module.ModuleGeneratorTypeData$TicksPer
 584:             1             96  com.sun.media.sound.MixerSourceLine$MixerSourceLineGainControl
 585:             3             96  [[B
 586:             1             88  com.sun.media.sound.MixerSourceLine$MixerSourceLineSampleRateControl
 587:             1             88  [Ljavax.sound.sampled.AudioFormat;
 588:             1             88  com.sun.media.sound.MixerSourceLine$MixerSourceLinePanControl
 589:             1             88  [Lsun.font.FontStrike;
 590:             2             88  [Ljavax.sound.sampled.Control;
 591:             1             88  sun.awt.AppContext
 592:             1             88  com.sun.java.swing.plaf.windows.WindowsCheckBoxUI
 593:             1             88  [Ljavax.swing.DropMode;
 594:             1             88  sun.awt.image.SunVolatileImage
 595:             1             80  javax.swing.UIManager$LAFState
 596:             2             80  javax.swing.text.DefaultEditorKit$DeleteWordAction
 597:             1             80  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesTimeRuleModel
 598:             2             80  com.sun.java.swing.plaf.windows.XPStyle$XPEmptyBorder
 599:             2             80  javax.swing.text.DefaultEditorKit$DefaultKeyTypedAction
 600:             1             80  [Lsun.misc.FDBigInt;
 601:             1             80  sun.nio.cs.UTF_16$Decoder
 602:             2             80  java.awt.Window$WindowDisposerRecord
 603:             1             80  sun.java2d.pipe.BufferedRenderPipe$BufferedDrawHandler
 604:             2             80  java.util.regex.Pattern$6
 605:             2             80  java.util.regex.Pattern$Ques
 606:             2             80  javax.swing.plaf.basic.BasicTableHeaderUI$MouseInputHandler
 607:             1             80  javax.swing.TransferHandler$DropHandler
 608:             1             80  sun.awt.image.ToolkitImage
 609:             2             80  javax.sound.sampled.DataLine$Info
 610:             2             80  sun.awt.im.InputMethodLocator
 611:             1             80  sun.java2d.d3d.D3DVolatileSurfaceManager
 612:             1             80  sun.awt.windows.WInputMethod
 613:             1             80  [[C
 614:             2             80  java.lang.ref.ReferenceQueue$Null
 615:             1             80  javax.swing.plaf.basic.BasicPopupMenuUI$MenuKeyboardHelper
 616:             2             80  java.io.BufferedOutputStream
 617:             2             80  javax.swing.plaf.basic.BasicRootPaneUI$RootPaneInputMap
 618:             1             80  com.sun.java.swing.plaf.windows.WindowsRadioButtonUI
 619:             5             80  javax.swing.plaf.basic.BasicBorders$MarginBorder
 620:             2             80  java.io.FileOutputStream
 621:             1             80  sun.java2d.d3d.D3DSurfaceToSwBlit
 622:             2             80  javax.swing.text.Segment
 623:             3             72  java.awt.ComponentOrientation
 624:             1             72  sun.awt.windows.WFontPeer
 625:             1             72  sun.java2d.loops.SetFillPathANY
 626:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceBlit
 627:             1             72  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$FontDesktopProperty
 628:             1             72  sun.java2d.d3d.D3DTextureToSurfaceBlit
 629:             1             72  java.awt.LightweightDispatcher
 630:             1             72  sun.text.resources.FormatData
 631:             1             72  [Ljavax.sound.sampled.ReverbType;
 632:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceTransform
 633:             1             72  sun.java2d.loops.SetFillRectANY
 634:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceTransform
 635:             1             72  sun.java2d.loops.SetDrawPathANY
 636:             1             72  de.schmiereck.noiseComp.generator.signal.OutputGenerator
 637:             3             72  com.sun.java.swing.plaf.windows.WindowsMenuUI$1
 638:             1             72  sun.text.resources.FormatData_de
 639:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceTransform
 640:             3             72  [Ljava.security.Principal;
 641:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceBlit
 642:             1             72  sun.util.resources.CurrencyNames
 643:             1             72  sun.awt.Symbol$Encoder
 644:             3             72  sun.java2d.pipe.SpanClipRenderer
 645:             1             72  sun.java2d.loops.SetDrawRectANY
 646:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceScale
 647:             1             72  sun.awt.windows.WingDings$Encoder
 648:             1             72  sun.java2d.d3d.D3DSurfaceToSurfaceScale
 649:             1             72  sun.java2d.loops.TransformBlit
 650:             3             72  javax.swing.event.DocumentEvent$EventType
 651:             1             72  com.sun.java.swing.plaf.windows.WindowsMenuBarUI
 652:             1             72  sun.java2d.d3d.D3DRTTSurfaceToSurfaceScale
 653:             1             72  sun.java2d.loops.SetDrawPolygonsANY
 654:             1             72  sun.java2d.loops.SetFillSpansANY
 655:             1             72  [Lsun.swing.SwingUtilities2$LSBCacheEntry;
 656:             1             72  sun.java2d.d3d.D3DTextureToSurfaceTransform
 657:             1             72  sun.awt.resources.awt
 658:             1             72  de.schmiereck.noiseComp.generator.mixer.MixerGenerator
 659:             1             72  sun.text.resources.FormatData_de_DE
 660:             1             72  sun.awt.resources.awt_de
 661:             3             72  java.text.AttributedCharacterIterator$Attribute
 662:             3             72  java.util.HashMap$EntrySet
 663:             1             72  sun.java2d.d3d.D3DSurfaceToGDIWindowSurfaceBlit
 664:             3             72  javax.swing.TransferHandler$TransferAction
 665:             1             72  sun.util.resources.CurrencyNames_de_DE
 666:             3             72  java.nio.charset.CodingErrorAction
 667:             1             72  sun.java2d.loops.SetDrawLineANY
 668:             1             72  javax.swing.plaf.basic.BasicTreeUI$Handler
 669:             1             72  java.util.logging.LogManager
 670:             1             72  sun.java2d.d3d.D3DTextureToSurfaceScale
 671:             1             64  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 672:             1             64  java.util.ResourceBundle$1
 673:             1             64  [Lsun.font.FontDesignMetrics;
 674:             2             64  sun.awt.MostRecentKeyValue
 675:             1             64  [[[Lsun.awt.FontDescriptor;
 676:             1             64  [Lsun.java2d.loops.SurfaceType;
 677:             1             64  [Lsun.java2d.loops.RenderLoops;
 678:             1             64  java.awt.datatransfer.SystemFlavorMap
 679:             2             64  java.io.FilePermissionCollection
 680:             1             64  javax.swing.text.StyleContext
 681:             1             64  sun.awt.AWTAutoShutdown
 682:             1             64  [[[I
 683:             1             64  com.sun.java.swing.plaf.windows.WindowsButtonUI
 684:             2             64  java.util.regex.Pattern$Start
 685:             1             64  [Ljava.awt.EventQueueItem;
 686:             2             64  [Ljavax.swing.text.Position$Bias;
 687:             2             64  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$SkinIcon
 688:             1             64  sun.java2d.d3d.D3DGraphicsConfig
 689:             1             64  sun.java2d.NullSurfaceData
 690:             2             64  sun.misc.FDBigInt
 691:             1             64  sun.awt.image.ByteArrayImageSource
 692:             2             64  java.awt.MediaTracker
 693:             1             64  sun.awt.AWTAutoShutdown$PeerMap
 694:             1             64  [[[S
 695:             1             64  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeModel
 696:             2             64  [Ljava.io.File;
 697:             2             64  sun.misc.URLClassPath$FileLoader
 698:             1             64  [Lcom.sun.java.swing.plaf.windows.TMSchema$TypeEnum;
 699:             2             64  sun.misc.Signal
 700:             1             64  [Ljavax.swing.UIManager$LookAndFeelInfo;
 701:             2             64  [Ljavax.swing.tree.TreePath;
 702:             1             56  sun.nio.cs.StandardCharsets$Classes
 703:             1             56  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesGeneratorsRuleModel
 704:             1             56  javax.swing.plaf.basic.BasicTextUI$TextTransferHandler
 705:             1             56  javax.swing.LayoutFocusTraversalPolicy
 706:             1             56  sun.nio.cs.StandardCharsets$Cache
 707:             1             56  [Ljava.lang.ThreadGroup;
 708:             1             56  de.schmiereck.noiseComp.soundScheduler.SoundDataLogicdData
 709:             1             56  sun.java2d.d3d.D3DScreenUpdateManager
 710:             1             56  java.awt.color.ICC_ProfileRGB
 711:             1             56  javax.swing.text.DefaultEditorKit$SelectLineAction
 712:             1             56  java.text.AttributedString$AttributedStringIterator
 713:             1             56  [Lsun.misc.FormattedFloatingDecimal$Form;
 714:             1             56  java.awt.Toolkit$DesktopPropertyChangeSupport
 715:             1             56  com.sun.media.sound.CircularBuffer
 716:             1             56  [Ljava.util.Map;
 717:             1             56  javax.swing.text.DefaultEditorKit$SelectParagraphAction
 718:             1             56  sun.dc.pr.Rasterizer
 719:             1             56  [Ljava.lang.OutOfMemoryError;
 720:             1             56  sun.nio.cs.StandardCharsets$Aliases
 721:             1             56  com.sun.media.sound.MixerSourceLine$MixerSourceLineMuteControl
 722:             1             56  javax.swing.text.DefaultEditorKit$SelectWordAction
 723:             1             56  [Ljava.awt.Dialog$ModalityType;
 724:             1             56  javax.swing.plaf.basic.BasicTextUI$BasicCursor
 725:             1             56  sun.java2d.pipe.RenderBuffer
 726:             1             56  [Ljava.awt.Queue;
 727:             1             56  [[Ljava.awt.AWTKeyStroke;
 728:             1             56  java.text.AttributedString
 729:             1             48  [Lcom.sun.awt.AWTUtilities$Translucency;
 730:             2             48  java.lang.Boolean
 731:             1             48  sun.java2d.d3d.D3DRenderer
 732:             1             48  java.awt.BasicStroke
 733:             1             48  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener
 734:             1             48  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 735:             1             48  java.lang.ref.Reference
 736:             1             48  [Lde.schmiereck.noiseComp.generator.ModuleGeneratorTypeData$TicksPer;
 737:             1             48  java.lang.NullPointerException
 738:             1             48  java.io.BufferedInputStream
 739:             1             48  com.sun.java.swing.plaf.windows.WindowsLookAndFeel$XPDLUValue
 740:             2             48  javax.swing.text.Position$Bias
 741:             1             48  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditController
 742:             2             48  javax.swing.text.StyleConstants$ColorConstants
 743:             1             48  com.sun.media.sound.HeadspaceMixer$MixerInfo
 744:             2             48  [Ljavax.swing.MenuElement;
 745:             2             48  java.nio.ByteOrder
 746:             2             48  sun.java2d.pipe.SpanShapeRenderer$Composite
 747:             1             48  [Lsun.awt.FontDescriptor;
 748:             2             48  [Ljava.util.logging.Handler;
 749:             1             48  de.schmiereck.noiseComp.soundSource.SoundSourceSchedulerLogic
 750:             1             48  de.schmiereck.noiseComp.soundSource.SoundSourceLogic
 751:             2             48  java.util.IdentityHashMap$KeySet
 752:             2             48  java.util.LinkedHashSet
 753:             2             48  javax.sound.sampled.BooleanControl$Type
 754:             1             48  [Ljava.awt.Rectangle;
 755:             1             48  java.awt.Toolkit$SelectiveAWTEventListener
 756:             1             48  java.lang.VirtualMachineError
 757:             1             48  [Lcom.sun.media.sound.SimpleInputDeviceProvider$InputDeviceInfo;
 758:             2             48  javax.swing.ToolTipManager$Actions
 759:             1             48  [Lcom.sun.media.sound.SimpleInputDevice;
 760:             1             48  sun.awt.windows.WGlobalCursorManager
 761:             1             48  [Lde.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelModel$HighlightedTimelineHandler;
 762:             2             48  [Ljava.security.cert.Certificate;
 763:             1             48  com.sun.media.sound.EventDispatcher
 764:             1             48  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectModel
 765:             1             48  [Lcom.sun.media.sound.PortMixerProvider$PortMixerInfo;
 766:             1             48  [Ljava.awt.EventFilter$FilterAction;
 767:             2             48  java.nio.charset.CoderResult
 768:             1             48  [Ljava.lang.ThreadLocal;
 769:             1             48  javax.swing.TransferHandler$TransferSupport
 770:             1             48  java.lang.ArithmeticException
 771:             1             48  sun.nio.cs.StandardCharsets
 772:             1             48  sun.java2d.pipe.Region
 773:             3             48  sun.net.www.protocol.jar.Handler
 774:             1             48  javax.swing.plaf.basic.BasicBorders$ButtonBorder
 775:             1             48  [Ljava.awt.Dialog$ModalExclusionType;
 776:             2             48  sun.misc.NativeSignalHandler
 777:             1             48  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesScrollPanelController
 778:             1             48  de.schmiereck.noiseComp.swingView.modulenputs.ModulenputTypesController
 779:             2             48  javax.swing.JRootPane$RootLayout
 780:             2             48  sun.awt.SunDisplayChanger
 781:             1             48  javax.swing.plaf.basic.BasicRadioButtonUI
 782:             1             48  [Lcom.sun.media.sound.PortMixer;
 783:             2             48  com.sun.java.swing.plaf.windows.WindowsScrollBarUI$Grid
 784:             1             48  [Lsun.java2d.pipe.hw.ExtendedBufferCapabilities$VSyncType;
 785:             1             40  [Ljavax.sound.sampled.Line$Info;
 786:             1             40  java.util.concurrent.locks.ReentrantReadWriteLock
 787:             1             40  [Ljavax.swing.UIDefaults;
 788:             1             40  javax.swing.text.DefaultEditorKit$DumpModelAction
 789:             1             40  javax.swing.text.DefaultEditorKit$BeepAction
 790:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeTabelModel
 791:             1             40  sun.awt.shell.Win32ShellFolderManager2
 792:             1             40  sun.awt.windows.WDesktopProperties
 793:             1             40  javax.swing.text.DefaultEditorKit$DeletePrevCharAction
 794:             1             40  javax.swing.tree.DefaultTreeModel
 795:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectController$1
 796:             1             40  javax.swing.JTextField$NotifyAction
 797:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectController
 798:             1             40  sun.awt.image.FetcherInfo
 799:             1             40  com.sun.java.swing.plaf.windows.XPStyle
 800:             1             40  sun.nio.cs.UTF_8
 801:             1             40  javax.swing.text.DefaultEditorKit$ToggleComponentOrientationAction
 802:             1             40  javax.swing.text.DefaultEditorKit$DeleteNextCharAction
 803:             1             40  javax.swing.text.DefaultEditorKit$InsertBreakAction
 804:             1             40  sun.swing.SwingUtilities2$AATextInfo
 805:             1             40  javax.swing.text.DefaultEditorKit$InsertTabAction
 806:             1             40  sun.awt.Symbol
 807:             1             40  javax.swing.text.SegmentCache$CachedSegment
 808:             1             40  sun.awt.color.ProfileDeferralInfo
 809:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectModel
 810:             1             40  de.schmiereck.noiseComp.timeline.TimelineManagerLogic
 811:             1             40  java.lang.StringCoding$StringDecoder
 812:             1             40  java.io.ByteArrayInputStream
 813:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$4
 814:             1             40  javax.swing.text.DefaultEditorKit$ReadOnlyAction
 815:             1             40  java.io.WinNTFileSystem
 816:             1             40  java.util.logging.LoggingPermission
 817:             1             40  sun.dc.pr.Rasterizer$ConsumerDisposer
 818:             1             40  de.schmiereck.noiseComp.soundSource.SoundSamplesBufferData
 819:             1             40  javax.swing.text.DefaultEditorKit$InsertContentAction
 820:             1             40  de.schmiereck.noiseComp.swingView.inputEdit.InputEditController
 821:             1             40  com.sun.media.sound.HeadspaceMixer$MixerReverbControl
 822:             1             40  javax.swing.text.DefaultEditorKit$UnselectAction
 823:             1             40  sun.nio.cs.UTF_16
 824:             1             40  de.schmiereck.noiseComp.swingView.inputSelect.InputsTabelModel
 825:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$1
 826:             1             40  sun.awt.windows.WingDings
 827:             1             40  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 828:             1             40  javax.swing.border.EtchedBorder
 829:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$3
 830:             1             40  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditController$1
 831:             1             40  java.lang.reflect.ReflectPermission
 832:             1             40  javax.swing.text.DefaultEditorKit$SelectAllAction
 833:             1             40  javax.swing.MenuSelectionManager
 834:             1             40  sun.awt.PostEventQueue
 835:             1             40  javax.swing.text.DefaultEditorKit$PasteAction
 836:             1             40  sun.nio.cs.MS1252
 837:             1             40  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectController
 838:             1             40  javax.swing.text.DefaultEditorKit$WritableAction
 839:             1             40  javax.swing.text.DefaultEditorKit$CopyAction
 840:             1             40  com.sun.java.swing.plaf.windows.WindowsMenuBarUI$TakeFocus
 841:             1             40  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController$2
 842:             1             40  javax.swing.text.DefaultEditorKit$CutAction
 843:             1             32  sun.dc.pr.PathStroker
 844:             1             32  [Ljava.awt.GraphicsDevice;
 845:             1             32  javax.swing.text.StyleContext$FontKey
 846:             1             32  sun.awt.GlobalCursorManager$NativeUpdater
 847:             1             32  java.awt.KeyboardFocusManager$HeavyweightFocusRequest
 848:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$36
 849:             1             32  sun.java2d.d3d.D3DContext$D3DContextCaps
 850:             1             32  java.security.AllPermissionCollection
 851:             1             32  sun.reflect.UnsafeBooleanFieldAccessorImpl
 852:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditController
 853:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$5
 854:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$1
 855:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$21
 856:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$6
 857:             1             32  [Ljava.text.AttributedCharacterIterator$Attribute;
 858:             1             32  com.sun.java.swing.plaf.windows.XPStyle$XPImageBorder
 859:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$5
 860:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$2
 861:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesTimeRuleController
 862:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulesTreeController
 863:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelController
 864:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$22
 865:             1             32  javax.swing.border.CompoundBorder
 866:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesGeneratorsRuleController
 867:             1             32  sun.reflect.UnsafeObjectFieldAccessorImpl
 868:             1             32  javax.swing.plaf.basic.BasicToggleButtonUI
 869:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$1
 870:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$3
 871:             1             32  <compiledICHolderKlass>
 872:             1             32  sun.dc.pr.PathDasher
 873:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$8
 874:             1             32  sun.java2d.d3d.D3DRenderQueue
 875:             1             32  de.schmiereck.noiseComp.swingView.inputSelect.InputSelectView$1
 876:             1             32  javax.swing.plaf.basic.BasicBorders$SplitPaneBorder
 877:             1             32  java.lang.ThreadLocal$ThreadLocalMap
 878:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$23
 879:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$4
 880:             1             32  java.util.Currency
 881:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$37
 882:             1             32  com.sun.java.swing.plaf.windows.WindowsBorders$ToolBarBorder
 883:             1             32  java.security.Policy$UnsupportedEmptyCollection
 884:             2             32  java.lang.Shutdown$Lock
 885:             1             32  java.awt.VKCollection
 886:             1             32  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter
 887:             2             32  javax.swing.plaf.basic.BasicLabelUI
 888:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$1
 889:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$7
 890:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$4
 891:             1             32  javax.swing.plaf.basic.BasicTreeUI$TreeTransferHandler
 892:             1             32  com.sun.java.swing.plaf.windows.AnimationController
 893:             1             32  javax.swing.KeyboardManager
 894:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$2
 895:             1             32  java.util.Collections$SynchronizedSet
 896:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$24
 897:             1             32  de.schmiereck.noiseComp.swingView.appModel.AppModel
 898:             1             32  javax.swing.plaf.basic.BasicBorders$RolloverMarginBorder
 899:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$2
 900:             1             32  com.sun.media.sound.JDK13Services$ProviderCache
 901:             1             32  [[Ljava.lang.Object;
 902:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$4
 903:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$3
 904:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditView$2
 905:             1             32  javax.swing.SystemEventQueueUtilities$ComponentWorkRequest
 906:             1             32  javax.swing.plaf.basic.BasicPopupMenuUI$MouseGrabber
 907:             1             32  javax.swing.ButtonGroup
 908:             1             32  sun.swing.ImageCache
 909:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$8
 910:             1             32  com.sun.java.swing.plaf.windows.WindowsPopupMenuSeparatorUI
 911:             1             32  sun.awt.SunHints$LCDContrastKey
 912:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$7
 913:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$3
 914:             1             32  de.schmiereck.noiseComp.swingView.inputEdit.InputEditView$2
 915:             1             32  sun.misc.PerformanceLogger$TimeData
 916:             1             32  java.util.Collections$EmptyMap
 917:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditView$3
 918:             1             32  java.util.Collections$SynchronizedCollection
 919:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$2
 920:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeEdit.ModulenputTypeEditController
 921:             1             32  de.schmiereck.noiseComp.swingView.modulEdit.ModulEditView$1
 922:             1             32  javax.swing.border.LineBorder
 923:             1             32  de.schmiereck.noiseComp.swingView.modulenputTypeSelect.ModulenputTypeSelectView$1
 924:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$38
 925:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$39
 926:             1             32  javax.swing.RepaintManager$PaintManager
 927:             1             32  javax.swing.plaf.basic.BasicBorders$SplitPaneDividerBorder
 928:             1             32  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$1
 929:             1             32  javax.swing.TimerQueue
 930:             1             32  javax.swing.plaf.basic.BasicBorders$MenuBarBorder
 931:             1             32  de.schmiereck.noiseComp.swingView.timelineEdit.TimelineEditView$1
 932:             1             32  javax.swing.plaf.basic.BasicButtonUI
 933:             1             32  de.schmiereck.noiseComp.swingView.moduleTree.ModulereeMouseListener$3
 934:             1             32  de.schmiereck.noiseComp.swingView.appController.AppController$27
 935:             1             24  de.schmiereck.noiseComp.swingView.timelineSelect.TimelinesDrawPanelView$5
 936:             1             24  de.schmiereck.noiseComp.swingView.appController.AppController$34
